verse	verse_part	token	pos	lemma	lemma_filtered	voc	domain	subdomain
Ps_76_2	1	['Φωνῇ', 'μου', 'πρὸς', 'κύριον', 'ἐκέκραξα', 'ϕωνῇ', 'μου', 'πρὸς', 'τὸν', 'θεόν', 'καὶ', 'προσέσχεν', 'μοι']	['NOUN', 'PRON', 'PREP', 'NOUN', 'VERB', 'CON', 'PRON', 'PREP', 'DET', 'NOUN', 'CON', 'VERB', 'PRON']	['φωνη', 'μου', 'προς', 'κυριος', 'κραζω', 'φωνη', 'μου', 'προς', 'ο', 'θεος', 'και', 'προσεχω', 'μοι']	['φωνη', 'κυριος', 'κραζω', 'φωνη', 'θεος', 'προσεχω']	['θεος', 'κραζω', 'κυριος', 'προσεχω', 'φωνη']	['Hold a View,Believe,Trust', 'Aspect', 'Status', 'Communication', 'Supernatural Beings and Powers', 'Possess,Transfer,Exchange', 'Think', 'Control,Rule', 'Learn', 'Physical Events and States']	['Continue', 'Supernatural Beings', 'High Status or Rank including persons of high status', 'Have,Possess,Property,Owner', 'Language', 'Believe To Be True', 'Sound', 'To Think,Thought', 'Be Ready To Learn,Pay Attention', 'Speak,Talk', 'Rule,Govern']
Ps_76_3	1	['ἐν', 'ἡμέρᾳ', 'θλίψεώς', 'μου', 'τὸν', 'θεὸν', 'ἐξεζήτησα', 'ταῖς', 'χερσίν', 'μου', 'νυκτὸς', 'ἐναντίον', 'αὐτοῦ']	['PREP', 'NOUN', 'NOUN', 'PRON', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'PRON', 'NOUN', 'PREP', 'PRON']	['εν', 'ημερα', 'θλιψις', 'μου', 'ο', 'θεος', 'εκζητεω', 'ο', 'χειρ', 'μου', 'νυξ', 'εναντιον', 'αυτος']	['ημερα', 'θλιψις', 'θεος', 'εκζητεω', 'χειρ', 'νυξ', 'εναντιον']	['εκζητεω', 'εναντιον', 'ημερα', 'θεος', 'θλιψις', 'νυξ', 'χειρ']	['Aspect', 'Case', 'People', 'Power,Force', 'Spacial Positions', 'Courts and Legal Procedures', 'Supernatural Beings and Powers', 'Time', 'Learn', 'Control,Rule', 'Physical Events and States', 'Relations', 'Trouble,Hardship,Relief,Favorable Circumstances', 'Body,Body Parts,and Body Products']	['Viewpoint Participant', 'Human Beings', 'Contrast', 'Judge,Condemn,Acquit', 'Control,Restrain', 'Light', 'Parts of the Body', 'Agent,Personal or Nonpersonal,Causative or Immediate,Direct or Indirect', 'Darkness', 'Duration of Time without Reference to Points or Units of Time: Time,Spend Time,Always,Eternal,Old,Immediately,Young', 'Seize,Take into Custody', 'Try To Learn', 'A Point of Time with Reference to Other Points of Time: Before,Long Ago,Now,At the Same Time,When,About,After', 'Begin,Start', 'Supernatural Beings', 'Court of Justice', 'In Front Of,Face To Face,In Back Of,Behind', 'Accusation', 'Indefinite Units of Time: Age,Lifetime,Interval,Period', 'Trouble,Hardship,Distress', 'Definite Units of Time: Year,Month,Week,Day,Hour']
Ps_76_3	2	['καὶ', 'οὐκ', 'ἠπατήθην', 'ἀπηνήνατο', 'παρακληθῆναι', 'ἡ', 'ψυχή', 'μου']	['CON', 'ADV', 'VERB', 'VERB', 'VERB', 'DET', 'NOUN', 'PRON']	['και', 'ου', 'απαταω', 'απαναινομαι', 'παρακαλεω', 'ο', 'ψυχη', 'μου']	['απαταω', 'απαναινομαι', 'παρακαλεω', 'ψυχη']	['απαναινομαι', 'απαταω', 'παρακαλεω', 'ψυχη']	['Hold a View,Believe,Trust', 'Moral and Ethical Qualities and Related Behavior', 'Animals', 'Danger,Risk,Safe,Save', 'Communication', 'People', 'Attitudes and Emotions', 'Physiological Processes and States', 'Psychological Faculties']	['Sorrow,Regret', 'Human Beings', 'Invite', 'Animals', 'Expose Oneself to Danger', 'Live,Die', 'Ask For,Request', 'Discouragement', 'Call', 'Hate,Hateful', 'Encouragement,Consolation', 'Cause To Be Safe,Free from Danger', 'Hold a Wrong View,Be Mistaken']
Ps_76_4	1	['ἐμνήσθην', 'τοῦ', 'θεοῦ', 'καὶ', 'εὐϕράνθην', 'ἠδολέσχησα', 'καὶ', 'ὠλιγοψύχησεν', 'τὸ', 'πνεῦμά', 'μου']	['VERB', 'DET', 'NOUN', 'CON', 'VERB', 'VERB', 'CON', 'VERB', 'DET', 'NOUN', 'PRON']	['μναομαι', 'ο', 'θεος', 'και', 'ευφραινω', 'αδολεσχεω', 'και', 'ολιγοψυχεω', 'ο', 'πνευμα', 'μου']	['μναομαι', 'θεος', 'ευφραινω', 'αδολεσχεω', 'ολιγοψυχεω', 'πνευμα']	['αδολεσχεω', 'ευφραινω', 'θεος', 'μναομαι', 'ολιγοψυχεω', 'πνευμα']	['Moral and Ethical Qualities and Related Behavior', 'Festivals', 'Communication', 'Attitudes and Emotions', 'Supernatural Beings and Powers', 'Think', 'Physiological Processes and States', 'Physical Events and States', 'Psychological Faculties']	['Wind', 'To Decide,To Conclude', 'Happy,Glad,Joyful', 'Supernatural Beings', 'Humility', 'Live,Die', 'Breathe,Breath', 'Discouragement', 'To Think,Thought', 'Be Eager,Be Earnest,In a Devoted Manner', 'Recalling from Memory', 'To Think About,with the Implied Purpose of Responding Appropriately']
Ps_76_4	2	['διάψαλμα']	['NOUN']	['διαψαλμα']	['διαψαλμα']	['διαψαλμα']	['Behavior and Related States']	['Prostrate as an Act of Reverence or Supplication', 'Worship,Reverence']
Ps_76_5	1	['προκατελάβοντο', 'ϕυλακὰς', 'οἱ', 'ὀϕθαλμοί', 'μου', 'ἐταράχθην', 'καὶ', 'οὐκ', 'ἐλάλησα']	['VERB', 'CON', 'CON', 'DET', 'PRON', 'VERB', 'CON', 'ADV', 'VERB']	['προκαταλαμβανω', 'φυλακη', 'ο', 'οφθαλμος', 'μου', 'ταρασσω', 'και', 'ου', 'λαλεω']	['προκαταλαμβανω', 'φυλακη', 'οφθαλμος', 'ταρασσω', 'λαλεω']	['λαλεω', 'οφθαλμος', 'προκαταλαμβανω', 'ταρασσω', 'φυλακη']	['Moral and Ethical Qualities and Related Behavior', 'Hostility,Strife', 'Communication', 'Non-Linear Movement', 'Understand', 'Attitudes and Emotions', 'Time', 'Possess,Transfer,Exchange', 'Learn', 'Control,Rule', 'Physiological Processes and States', 'Constructions', 'Sensory Events and States', 'Existence in Space', 'Body,Body Parts,and Body Products']	['Riot', 'Capacity for Understanding', 'Worry,Anxiety,Distress,Peace', 'Have,Possess,Property,Owner', 'Parts of the Body', 'Buildings', 'Dwell,Reside', 'Give', 'Envy,Jealousy', 'Guard,Watch Over', 'Speak,Talk', 'See', 'Sleep,Waking', 'Be Willing To Learn', 'Definite Units of Time: Year,Month,Week,Day,Hour']
Ps_76_6	1	['διελογισάμην', 'ἡμέρας', 'ἀρχαίας', 'καὶ', 'ἔτη', 'αἰώνια', 'ἐμνήσθην', 'καὶ', 'ἐμελέτησα']	['VERB', 'NOUN', 'ADJ', 'CON', 'NOUN', 'ADJ', 'VERB', 'CON', 'VERB']	['διαλογιζομαι', 'ημερα', 'αρχαιος', 'και', 'ετος', 'αιωνιος', 'μναομαι', 'και', 'μελεταω']	['διαλογιζομαι', 'ημερα', 'αρχαιος', 'ετος', 'αιωνιος', 'μναομαι', 'μελεταω']	['αιωνιος', 'αρχαιος', 'διαλογιζομαι', 'ετος', 'ημερα', 'μελεταω', 'μναομαι']	['Aspect', 'Communication', 'Attitudes and Emotions', 'Courts and Legal Procedures', 'Time', 'Think', 'Physical Events and States']	['Duration of Time without Reference to Points or Units of Time: Time,Spend Time,Always,Eternal,Old,Immediately,Young', 'Continue', 'Recalling from Memory', 'Converse,Discuss', 'Duration of Time with Reference to Some Point of Time: Until,Delay,Still,From', 'Court of Justice', 'Judge,Condemn,Acquit', 'To Think,Thought', 'To Intend,To Purpose,To Plan', 'Indefinite Units of Time: Age,Lifetime,Interval,Period', 'A Point of Time with Reference to Other Points of Time: Before,Long Ago,Now,At the Same Time,When,About,After', 'Light', 'Definite Units of Time: Year,Month,Week,Day,Hour']
Ps_76_7	1	['νυκτὸς', 'μετὰ', 'τῆς', 'καρδίας', 'μου', 'ἠδολέσχουν', 'καὶ', 'ἔσκαλλεν', 'τὸ', 'πνεῦμά', 'μου']	['NOUN', 'PREP', 'DET', 'NOUN', 'PRON', 'VERB', 'CON', 'VERB', 'DET', 'NOUN', 'PRON']	['νυξ', 'μετα', 'ο', 'καρδια', 'μου', 'αδολεσχεω', 'και', 'σκαλλω', 'ο', 'πνευμα', 'μου']	['νυξ', 'καρδια', 'αδολεσχεω', 'σκαλλω', 'πνευμα']	['αδολεσχεω', 'καρδια', 'νυξ', 'πνευμα', 'σκαλλω']	['Moral and Ethical Qualities and Related Behavior', 'Communication', 'Attitudes and Emotions', 'Spacial Positions', 'Supernatural Beings and Powers', 'Time', 'Think', 'Learn', 'Physiological Processes and States', 'Physical Events and States', 'Psychological Faculties', 'Agriculture']	['Courage,Boldness', 'To Think,Thought', 'Dig', 'Be Willing To Learn', 'Wind', 'Among,Between,In,Inside', 'To Think About,with the Implied Purpose of Responding Appropriately', 'Sorrow,Regret', 'To Decide,To Conclude', 'Darkness', 'Duration of Time without Reference to Points or Units of Time: Time,Spend Time,Always,Eternal,Old,Immediately,Young', 'Holy,Pure', 'Breathe,Breath', 'Supernatural Beings', 'Humility', 'Love,Affection,Compassion', 'Live,Die', 'Definite Units of Time: Year,Month,Week,Day,Hour', 'Be Eager,Be Earnest,In a Devoted Manner']
Ps_76_8	1	['μὴ', 'εἰς', 'τοὺς', 'αἰῶνας', 'ἀπώσεται', 'κύριος', 'καὶ', 'οὐ', 'προσθήσει', 'τοῦ', 'εὐδοκῆσαι', 'ἔτι']	['ADV', 'PREP', 'DET', 'NOUN', 'VERB', 'NOUN', 'CON', 'ADV', 'VERB', 'DET', 'VERB', 'ADV']	['μη', 'εις', 'ο', 'αιων', 'απωθεω', 'κυριος', 'και', 'ου', 'προστιθημι', 'ο', 'ευδοκεω', 'ετι']	['αιων', 'απωθεω', 'κυριος', 'προστιθημι', 'ευδοκεω']	['αιων', 'απωθεω', 'ευδοκεω', 'κυριος', 'προστιθημι']	['Hold a View,Believe,Trust', 'Aspect', 'Status', 'Quantity', 'Attitudes and Emotions', 'Supernatural Beings and Powers', 'Time', 'Think', 'Behavior and Related States', 'Possess,Transfer,Exchange', 'Control,Rule', 'Funerals and Burial', 'Linear Movement', 'Relations', 'Groups and Classes of Persons and Members of Such Groups and Classes', 'Geographical Objects and Features']	['To Choose,To Select,To Prefer', 'High Status or Rank including persons of high status', 'Have,Possess,Property,Owner', 'Supernatural Powers', 'Universe,Creation', 'Change an Opinion Concerning Truth', 'Duration of Time with Reference to Some Point of Time: Until,Delay,Still,From', 'Enjoy,Take Pleasure In,Be Fond of Doing', 'Rule,Govern', 'Duration of Time without Reference to Points or Units of Time: Time,Spend Time,Always,Eternal,Old,Immediately,Young', 'Continue', 'Acceptable To,To Be Pleased With', 'Leave,Depart,Flee,Escape,Send', 'A Point of Time with Reference to Other Points of Time: Before,Long Ago,Now,At the Same Time,When,About,After', 'Supernatural Beings', 'Give', 'Add,Subtract', 'Particular Patterns of Behavior', 'Indefinite Units of Time: Age,Lifetime,Interval,Period', 'Sequential Addition', 'Socio-Religious']
Ps_76_9	1	['ἢ', 'εἰς', 'τέλος', 'τὸ', 'ἔλεος', 'αὐτοῦ', 'ἀποκόψει', 'ἀπὸ', 'γενεᾶς', 'εἰς', 'γενεάν']	['CON', 'PREP', 'NOUN', 'DET', 'NOUN', 'PRON', 'VERB', 'PREP', 'NOUN', 'PREP', 'NOUN']	['η', 'εις', 'τελος', 'ο', 'ελεος', 'αυτος', 'αποκοπτω', 'απο', 'γενεα', 'εις', 'γενεα']	['τελος', 'ελεος', 'αποκοπτω', 'γενεα', 'γενεα']	['αποκοπτω', 'γενεα', 'ελεος', 'τελος']	['Moral and Ethical Qualities and Related Behavior', 'Sequence', 'Time', 'Possess,Transfer,Exchange', 'Kinship Terms', 'Degree', 'Relations', 'Physical Impact', 'Groups and Classes of Persons and Members of Such Groups and Classes']	['General', 'Mercy,Merciless', 'Result', 'A Point of Time with Reference to Duration of Time: Beginning,End', 'Purpose', 'Kinship Relations Involving Successive Generations', 'Tax,Tribute', 'Pierce,Cut', 'Indefinite Units of Time: Age,Lifetime,Interval,Period', 'Completely,Enough Completive Degree', 'Groups and Members of Groups of Persons Regarded as Related by Blood but without Special Reference to Successive Generations']
Ps_76_10	1	['ἢ', 'ἐπιλήσεται', 'τοῦ', 'οἰκτιρῆσαι', 'ὁ', 'θεὸς', 'ἢ', 'συνέξει', 'ἐν', 'τῇ', 'ὀργῇ', 'αὐτοῦ', 'τοὺς', 'οἰκτιρμοὺς', 'αὐτοῦ']	['CON', 'VERB', 'DET', 'VERB', 'DET', 'NOUN', 'CON', 'VERB', 'PREP', 'DET', 'NOUN', 'PRON', 'DET', 'NOUN', 'PRON']	['η', 'επιλανθανομαι', 'ο', 'οικτειρω', 'ο', 'θεος', 'η', 'συνεχω', 'εν', 'ο', 'οργη', 'αυτος', 'ο', 'οικτιρμος', 'αυτος']	['επιλανθανομαι', 'οικτειρω', 'θεος', 'συνεχω', 'οργη', 'οικτιρμος']	['επιλανθανομαι', 'θεος', 'οικτειρω', 'οικτιρμος', 'οργη', 'συνεχω']	['Aspect', 'Moral and Ethical Qualities and Related Behavior', 'Punish,Reward', 'Case', 'Attitudes and Emotions', 'Supernatural Beings and Powers', 'Memory and Recall', 'Think', 'Control,Rule', 'Sensory Events and States', 'Physical Impact']	['Continue', 'Worry,Anxiety,Distress,Peace', 'Supernatural Beings', 'Mercy,Merciless', 'Recalling and Responding with Appropriate Action', 'Press', 'Punish', 'Not Remembering,Forgetting', 'Control,Restrain', 'Love,Affection,Compassion', 'Experiencer', 'Hear', 'To Think,Thought', 'Guard,Watch Over', 'Anger,Be Indignant With']
Ps_76_10	2	['διάψαλμα']	['NOUN']	['διαψαλμα']	['διαψαλμα']	['διαψαλμα']	['Behavior and Related States']	['Prostrate as an Act of Reverence or Supplication', 'Worship,Reverence']
Ps_76_11	1	['καὶ', 'εἶπα', 'Νῦν', 'ἠρξάμην', 'αὕτη', 'ἡ', 'ἀλλοίωσις', 'τῆς', 'δεξιᾶς', 'τοῦ', 'ὑψίστου']	['CON', 'VERB', 'ADV', 'VERB', 'ADJ', 'DET', 'NOUN', 'DET', 'ADJ', 'DET', 'ADJ']	['και', 'επω', 'νυν', 'αρχω', 'ουτος', 'ο', 'αλλοιωσις', 'ο', 'δεξιος', 'ο', 'υψιστος']	['επω', 'νυν', 'αρχω', 'αλλοιωσις', 'δεξιος', 'υψιστος']	['αλλοιωσις', 'αρχω', 'δεξιος', 'επω', 'νυν', 'υψιστος']	['Aspect', 'Geographical Objects and Features', 'Association', 'Spacial Orientations', 'Communication', 'Supernatural Beings and Powers', 'Time', 'Control,Rule', 'Physical Events and States', 'Power,Force', 'Body,Body Parts,and Body Products']	['Left,Right,Straight Ahead,Opposite', 'Establish or Confirm a Relation', 'Supernatural Beings', 'Begin,Start', 'Parts of the Body', 'A Point of Time with Reference to Duration of Time: Beginning,End', 'A Point of Time with Reference to Other Points of Time: Before,Long Ago,Now,At the Same Time,When,About,After', 'Change of State', 'Speak,Talk', 'Rule,Govern', 'Regions Above the Earth']
Ps_76_12	1	['ἐμνήσθην', 'τῶν', 'ἔργων', 'κυρίου', 'ὅτι', 'μνησθήσομαι', 'ἀπὸ', 'τῆς', 'ἀρχῆς', 'τῶν', 'θαυμασίων', 'σου']	['VERB', 'DET', 'NOUN', 'NOUN', 'CON', 'VERB', 'PREP', 'DET', 'NOUN', 'DET', 'ADJ', 'PRON']	['μναομαι', 'ο', 'εργον', 'κυριος', 'οτι', 'μιμνησκω', 'απο', 'ο', 'αρχη', 'ο', 'θαυμασιος', 'σου']	['μναομαι', 'εργον', 'κυριος', 'μιμνησκω', 'αρχη', 'θαυμασιος']	['αρχη', 'εργον', 'θαυμασιος', 'κυριος', 'μιμνησκω', 'μναομαι']	['Aspect', 'Nature,Class,Example', 'Perform,Do', 'Status', 'Attitudes and Emotions', 'Supernatural Beings and Powers', 'Features of Objects', 'Time', 'Possess,Transfer,Exchange', 'Memory and Recall', 'Control,Rule', 'Think', 'Relations']	['Cause and/or Reason', 'Supernatural Beings', 'High Status or Rank including persons of high status', 'Work,Toil', 'Shapes', 'Have,Possess,Property,Owner', 'Recalling and Responding with Appropriate Action', 'A Point of Time with Reference to Duration of Time: Beginning,End', 'Surprise,Astonish', 'Basic Principles or Features Defining the Nature of Something', 'Do,Perform', 'Supernatural Powers', 'Begin,Start', 'Recalling from Memory', 'Rule,Govern']
Ps_76_13	1	['καὶ', 'μελετήσω', 'ἐν', 'πᾶσιν', 'τοῖς', 'ἔργοις', 'σου', 'καὶ', 'ἐν', 'τοῖς', 'ἐπιτηδεύμασίν', 'σου', 'ἀδολεσχήσω']	['CON', 'VERB', 'PREP', 'DET', 'DET', 'NOUN', 'PRON', 'CON', 'PREP', 'DET', 'NOUN', 'PRON', 'VERB']	['και', 'μελεταω', 'εν', 'πας', 'ο', 'εργον', 'σου', 'και', 'εν', 'ο', 'επιτηδευμα', 'σου', 'αδολεσχεω']	['μελεταω', 'πας', 'εργον', 'επιτηδευμα', 'αδολεσχεω']	['αδολεσχεω', 'επιτηδευμα', 'εργον', 'μελεταω', 'πας']	['Aspect', 'Perform,Do', 'Nature,Class,Example', 'Communication', 'Quantity', 'Time', 'Think', 'Degree', 'Whole,Unite,Part,Divide', 'Behavior and Related States']	['All,Any,Each,Every Totality', 'Continue', 'Duration of Time without Reference to Points or Units of Time: Time,Spend Time,Always,Eternal,Old,Immediately,Young', 'A Point of Time without Reference to Other Points of Time: Time,Occasion,Ever,Often', 'Work,Toil', 'Craft,Trade', 'Class,Kind', 'Whole', 'To Think,Thought', 'Do,Perform', 'To Intend,To Purpose,To Plan', 'Completely,Enough Completive Degree', 'To Think About,with the Implied Purpose of Responding Appropriately']
Ps_76_14	1	['ὁ', 'θεός', 'ἐν', 'τῷ', 'ἁγίῳ', 'ἡ', 'ὁδός', 'σου', 'τίς', 'θεὸς', 'μέγας', 'ὡς', 'ὁ', 'θεὸς', 'ἡμῶν']	['DET', 'NOUN', 'PREP', 'DET', 'ADJ', 'DET', 'NOUN', 'PRON', 'PRON', 'NOUN', 'ADJ', 'ADV', 'DET', 'NOUN', 'PRON']	['ο', 'θεος', 'εν', 'ο', 'αγιος', 'ο', 'οδος', 'σου', 'τις', 'θεος', 'μεγας', 'ως', 'ο', 'θεος', 'ημων']	['θεος', 'αγιος', 'οδος', 'θεος', 'μεγας', 'θεος']	['αγιος', 'θεος', 'μεγας', 'οδος']	['Moral and Ethical Qualities and Related Behavior', 'Religious Activities', 'Spacial Dimensions', 'Status', 'Quantity', 'Ready,Prepared', 'Attitudes and Emotions', 'Value', 'Supernatural Beings and Powers', 'Features of Objects', 'Time', 'Linear Movement', 'Behavior and Related States', 'Constructions', 'Degree', 'Groups and Classes of Persons and Members of Such Groups and Classes', 'Geographical Objects and Features']	['Large,Small', 'High Status or Rank including persons of high status', 'Buildings', 'Much,Little Masses,Collectives,Extensions', 'Much,Little Positive-Negative Degree', 'Parts and Areas of Buildings', 'Travel,Journey', 'Dedicate,Consecrate', 'Behavior,Conduct', 'Surprise,Astonish', 'Thoroughfares: Roads,Streets,Paths,etc.', 'Duration of Time without Reference to Points or Units of Time: Time,Spend Time,Always,Eternal,Old,Immediately,Young', 'Just,Righteous', 'More Than,Less Than Comparative Degree', 'Holy,Pure', 'Supernatural Beings', 'Particular Patterns of Behavior', 'Important,Unimportant', 'Specific Measures of Length', 'Socio-Religious']
Ps_76_15	1	['σὺ', 'εἶ', 'ὁ', 'θεὸς', 'ὁ', 'ποιῶν', 'θαυμάσια', 'ἐγνώρισας', 'ἐν', 'τοῖς', 'λαοῖς', 'τὴν', 'δύναμίν', 'σου']	['PRON', 'VERB', 'DET', 'NOUN', 'DET', 'VERB', 'ADJ', 'VERB', 'PREP', 'DET', 'NOUN', 'DET', 'NOUN', 'PRON']	['συ', 'ειμι', 'ο', 'θεος', 'ο', 'ποιεω', 'θαυμασιος', 'γνωριζω', 'εν', 'ο', 'λαος', 'ο', 'δυναμις', 'σου']	['θεος', 'ποιεω', 'θαυμασιος', 'γνωριζω', 'λαος', 'δυναμις']	['γνωριζω', 'δυναμις', 'θαυμασιος', 'θεος', 'λαος', 'ποιεω']	['Case', 'Perform,Do', 'Status', 'Communication', 'Be,Become,Exist,Happen', 'Able,Capable', 'Attitudes and Emotions', 'Supernatural Beings and Powers', 'Possess,Transfer,Exchange', 'Behavior and Related States', 'Control,Rule', 'Physiological Processes and States', 'Power,Force', 'Groups and Classes of Persons and Members of Such Groups and Classes', 'Know']	['Ripen,Produce Fruit,Bear Seed', 'State', 'Agent of a Numerable Event', 'Supernatural Powers', 'Make,Create', 'Know', 'General', 'Behavior,Conduct', 'Earn,Gain,Do Business', 'Surprise,Astonish', 'Exist', 'Rule,Govern', 'Acceptable To,To Be Pleased With', 'Assign to a Role or Function', 'Do,Perform', 'Supernatural Beings', 'Work,Toil', 'Low Status or Rank including persons of low status', 'Interpret,Mean,Explain', 'Known the content of knowledge', 'Socio-Political', 'Socio-Religious']
Ps_76_16	1	['ἐλυτρώσω', 'ἐν', 'τῷ', 'βραχίονί', 'σου', 'τὸν', 'λαόν', 'σου', 'τοὺς', 'υἱοὺς', 'Ιακωβ', 'καὶ', 'Ιωσηϕ']	['VERB', 'PREP', 'DET', 'NOUN', 'PRON', 'DET', 'NOUN', 'PRON', 'DET', 'NOUN', 'PROPN', 'CON', 'CON']	['λυτροω', 'εν', 'ο', 'βραχιων', 'σου', 'ο', 'λαος', 'σου', 'ο', 'υιος', 'Ιακωβ', 'και', 'Ιωσηφ']	['λυτροω', 'βραχιων', 'λαος', 'υιος', 'Ιακωβ', 'Ιωσηφ']	['Ιακωβ', 'Ιωσηφ', 'βραχιων', 'λαος', 'λυτροω', 'υιος']	['Animals', 'Nature,Class,Example', 'Status', 'People', 'Guide,Discipline,Follow', 'Supernatural Beings and Powers', 'Control,Rule', 'Kinship Terms', 'Power,Force', 'Groups and Classes of Persons and Members of Such Groups and Classes']	['General', 'Human Beings', 'Animals', 'Supernatural Beings', 'Follow,Be a Disciple', 'Honor or Respect in Relation to Status', 'Parts of the Body', 'Low Status or Rank including persons of low status', 'Release,Set Free', 'Kinship Relations Involving Successive Generations', 'Class,Kind', 'Strong,Weak', 'Persons For Whom There Is Affectionate Concern', 'Socio-Political', 'Socio-Religious']
Ps_76_16	2	['διάψαλμα']	['NOUN']	['διαψαλμα']	['διαψαλμα']	['διαψαλμα']	['Behavior and Related States']	['Prostrate as an Act of Reverence or Supplication', 'Worship,Reverence']
Ps_76_17	1	['εἴδοσάν', 'σε', 'ὕδατα', 'ὁ', 'θεός', 'εἴδοσάν', 'σε', 'ὕδατα', 'καὶ', 'ἐϕοβήθησαν', 'καὶ', 'ἐταράχθησαν', 'ἄβυσσοι', 'πλῆθος', 'ἤχους', 'ὑδάτων']	['VERB', 'PRON', 'NOUN', 'DET', 'NOUN', 'VERB', 'PRON', 'NOUN', 'CON', 'CON', 'CON', 'VERB', 'PROPN', 'NOUN', 'NOUN', 'NOUN']	['οραω', 'σε', 'υδωρ', 'ο', 'θεος', 'οραω', 'σε', 'υδωρ', 'και', 'φοβεω', 'και', 'ταρασσω', 'αβυσσος', 'πληθος', 'ηχος', 'υδωρ']	['οραω', 'υδωρ', 'θεος', 'οραω', 'υδωρ', 'φοβεω', 'ταρασσω', 'αβυσσος', 'πληθος', 'ηχος', 'υδωρ']	['αβυσσος', 'ηχος', 'θεος', 'οραω', 'πληθος', 'ταρασσω', 'υδωρ', 'φοβεω']	['Case', 'Quantity', 'Learn', 'Natural Substances', 'Sensory Events and States', 'Geographical Objects and Features', 'Hostility,Strife', 'Communication', 'Status', 'Understand', 'Physical Events and States', 'Religious Activities', 'Be,Become,Exist,Happen', 'Non-Linear Movement', 'Attitudes and Emotions', 'Supernatural Beings and Powers', 'Think', 'Discourse Markers', 'Groups and Classes of Persons and Members of Such Groups and Classes', 'Association']	['Riot', 'Many,Few Countables', 'Water', 'Regions Below the Surface of the Earth', 'Sound', 'Learn', 'Visit', 'General', 'Honor or Respect in Relation to Status', 'Worship,Reverence', 'See', 'Happen', 'To Think About,with the Implied Purpose of Responding Appropriately', 'Worry,Anxiety,Distress,Peace', 'Prompters of Attention', 'Fear,Terror,Alarm', 'Supernatural Beings', 'Markers of Emphasis', 'Experiencer', 'Come To Understand', 'Inform,Announce']
Ps_76_18	1	['ϕωνὴν', 'ἔδωκαν', 'αἱ', 'νεϕέλαι', 'καὶ', 'γὰρ', 'τὰ', 'βέλη', 'σου', 'διαπορεύονται']	['CON', 'VERB', 'VERB', 'VERB', 'CON', 'ADV', 'DET', 'NOUN', 'PRON', 'VERB']	['φωνη', 'διδωμι', 'ο', 'νεφελη', 'και', 'γαρ', 'ο', 'βελος', 'σου', 'διαπορευομαι']	['φωνη', 'διδωμι', 'νεφελη', 'βελος', 'διαπορευομαι']	['βελος', 'διαπορευομαι', 'διδωμι', 'νεφελη', 'φωνη']	['Aspect', 'Geographical Objects and Features', 'Religious Activities', 'Case', 'Association', 'Communication', 'Be,Become,Exist,Happen', 'Possess,Transfer,Exchange', 'Control,Rule', 'Physiological Processes and States', 'Physical Events and States', 'Linear Movement', 'Existence in Space', 'Artifacts']	['Try,Attempt', 'Ripen,Produce Fruit,Bear Seed', 'Lend,Loan,Interest,Borrow,Bank', 'Atmospheric Objects', 'Agent in a Causative Role Marked by Verbs', 'Sound', 'Establish or Confirm a Relation', 'Travel,Journey', 'Dedicate,Consecrate', 'Pay,Price,Cost', 'Swear,Put Under Oath,Vow', 'Happen', 'Put,Place', 'To Cause To Experience', 'Weapons and Armor', 'Assign to a Role or Function', 'Speak,Talk', 'Language', 'Give', 'Live,Die']
