Ps	Verse	Part	Text	Trad
65	15	b	διάψαλμα.	
65	16		δεῦτε ἀκούσατε καὶ διηγήσομαι, πάντες οἱ ϕοβούμενοι τὸν θεόν, ὅσα ἐποίησεν τῇ ψυχῇ μου.	O vous qui craignez le Seigneur, vous tous écoutez, et je dirai que de grandes choses il a faites pour mon âme.
65	17		πρὸς αὐτὸν τῷ στόματί μου ἐκέκραξα καὶ ὕψωσα ὑπὸ τὴν γλῶσσάν μου	J'ai crié vers lui de ma bouche ; je l'ai glorifié de ma langue.
65	18		’Αδικίαν εἰ ἐθεώρουν ἐν καρδίᾳ μου, μὴ εἰσακουσάτω κύριος.	Si, en mon cœur, j'ai connu l'iniquité, que le Seigneur ne m'exauce jamais.
65	19		διὰ τοῦτο εἰσήκουσέν μου ὁ θεός, προσέσχεν τῇ ϕωνῇ τῆς δεήσεώς μου.	A cause de cela, le Seigneur m'a écouté ; il a été attentif à la voix de ma prière.
65	20		εὐλογητὸς ὁ θεός, ὃς οὐκ ἀπέστησεν τὴν προσευχήν μου καὶ τὸ ἔλεος αὐτοῦ ἀπ’ ἐμοῦ.	Béni soit Dieu qui n'a jamais rejeté ma prière et n'a point détourné de moi sa miséricorde.
66	1	b	Εἰς τὸ τέλος, ἐν ὕμνοις· ψαλμὸς ᾠδῆς.	Jusqu'à la Fin, psaume d'un des hymnes de David,
66	2	a	‘Ο θεὸς οἰκτιρήσαι ἡμᾶς καὶ εὐλογήσαι ἡμᾶς, ἐπιϕάναι τὸ πρόσωπον αὐτοῦ ἐϕ’ ἡμᾶς 	Dieu, aie pitié de nous et bénis-nous ; fais luire sur nous ton visage,
66	2	b	διάψαλμα	
66	3		τοῦ γνῶναι ἐν τῇ γῇ τὴν ὁδόν σου, ἐν πᾶσιν ἔθνεσιν τὸ σωτήριόν σου.	Pour qu'en cette terre nous connaissions ta voie, et que le salut soit parmi toutes les nations.
66	4		ἐξομολογησάσθωσάν σοι λαοί, ὁ θεός, ἐξομολογησάσθωσάν σοι λαοὶ πάντες.	Que les peuples te rendent grâces, ô Dieu ! que tous les peuples te rendent grâces !
66	5	a	εὐϕρανθήτωσαν καὶ ἀγαλλιάσθωσαν ἔθνη, ὅτι κρινεῖς λαοὺς ἐν εὐθύτητι καὶ ἔθνη ἐν τῇ γῇ ὁδηγήσεις. 	Que les nations se réjouissent et tressaillent, parce que tu jugeras les peuples en ta droiture, et que tu guideras les nations sur la terre !
66	5	b	διάψαλμα	
66	6		ἐξομολογησάσθωσάν σοι λαοί, ὁ θεός, ἐξομολογησάσθωσάν σοι λαοὶ πάντες.	Que les peuples te rendent grâces, ô Dieu ! que tous les peuples te rendent grâces !
66	7	a	γῆ ἔδωκεν τὸν καρπὸν αὐτῆς· 	La terre a donné son fruit ; 
66	7	b	εὐλογήσαι ἡμᾶς ὁ θεὸς ὁ θεὸς ἡμῶν.	que Dieu, que notre Dieu nous bénisse !
66	8		εὐλογήσαι ἡμᾶς ὁ θεός, καὶ ϕοβηθήτωσαν αὐτὸν πάντα τὰ πέρατα τῆς γῆς.	Que Dieu nous bénisse, et que tous les confins de la terre le craignent !
67	1	b	Εἰς τὸ τέλος· τῷ Δαυιδ ψαλμὸς ᾠδῆς.	Jusqu'à la Fin, psaume de David,
67	2		’Αναστήτω ὁ θεός, καὶ διασκορπισθήτωσαν οἱ ἐχθροὶ αὐτοῦ, καὶ ϕυγέτωσαν οἱ μισοῦντες αὐτὸν ἀπὸ προσώπου αὐτοῦ.	Que Dieu se lève, et que ses ennemis soient dispersés ; que ceux qui le haïssent s'enfuient loin de sa face.
67	3	a	ὡς ἐκλείπει καπνός, ἐκλιπέτωσαν· ὡς τήκεται κηρὸς ἀπὸ προσώπου πυρός, 	Qu'ils s'évanouissent comme s'évanouit la fumée ; que les pécheurs, devant la face de Dieu, périssent, comme fond la cire devant le feu.
67	3	b	οὕτως ἀπόλοιντο οἱ ἁμαρτωλοὶ ἀπὸ προσώπου τοῦ θεοῦ.	Qu'ils s'évanouissent comme s'évanouit la fumée ; que les pécheurs, devant la face de Dieu, périssent, comme fond la cire devant le feu.
67	4		καὶ οἱ δίκαιοι εὐϕρανθήτωσαν, ἀγαλλιάσθωσαν ἐνώπιον τοῦ θεοῦ, τερϕθήτωσαν ἐν εὐϕροσύνῃ.	Que les justes se réjouissent, qu'ils tressaillent devant Dieu ; qu'ils soient dans la joie et les délices.
67	5	a	ᾄσατε τῷ θεῷ, ψάλατε τῷ ὀνόματι αὐτοῦ· ὁδοποιήσατε τῷ ἐπιβεβηκότι ἐπὶ δυσμῶν, 	Chantez à Dieu, chantez des louanges à son nom ; faites une voie pour celui qui monte vers l'Occident : 
67	5	b	κύριος ὄνομα αὐτῷ, καὶ ἀγαλλιᾶσθε ἐνώπιον αὐτοῦ.	le Seigneur est son nom, tressaillez en sa présence. 
67	5	d	ταραχθήσονται ἀπὸ προσώπου αὐτοῦ,	Ils seront troublés devant la face de celui
67	6	a	τοῦ πατρὸς τῶν ὀρϕανῶν καὶ κριτοῦ τῶν χηρῶν·	Qui est le père des orphelins et le juge des veuves ; 
67	6	b	 ὁ θεὸς ἐν τόπῳ ἁγίῳ αὐτοῦ.	tel est Dieu en son lieu saint.
67	7	a	ὁ θεὸς κατοικίζει μονοτρόπους ἐν οἴκῳ 	Dieu fait habiter en sa demeure ceux d'un même vouloir ;
67	7	b	ἐξάγων πεπεδημένους ἐν ἀνδρείᾳ, ὁμοίως τοὺς παραπικραίνοντας τοὺς κατοικοῦντας ἐν τάϕοις.	 il délivre les esclaves de la chair, même ceux qui l'irritent et qui habitent des sépulcres.
67	8	a	ὁ θεός, ἐν τῷ ἐκπορεύεσθαί σε ἐνώπιον τοῦ λαοῦ σου, ἐν τῷ διαβαίνειν σε ἐν τῇ ἐρήμῳ 	Dieu, quand tu marchais devant ton peuple, quand tu traversais le désert,
67	8	b	διάψαλμα	
67	9		γῆ ἐσείσθη, καὶ γὰρ οἱ οὐρανοὶ ἔσταξαν, ἀπὸ προσώπου τοῦ θεοῦ τοῦτο Σινα, ἀπὸ προσώπου τοῦ θεοῦ Ισραηλ.	La terre trembla, et les cieux versèrent de l'eau devant le Dieu du Sina, devant le Dieu d'Israël.
67	10		βροχὴν ἑκούσιον ἀϕοριεῖς, ὁ θεός, τῇ κληρονομίᾳ σου, καὶ ἠσθένησεν, σὺ δὲ κατηρτίσω αὐτήν.	O Dieu, tu réserves pour ton héritage une pluie venant de ta grâce ; car il languissait, et tu l'as raffermi.
67	11		τὰ ζῷά σου κατοικοῦσιν ἐν αὐτῇ· ἡτοίμασας ἐν τῇ χρηστότητί σου τῷ πτωχῷ, ὁ θεός.	Tes animaux y habiteront ; en ta bonté, ô Dieu, tu as préparé ce qu'il faut à l'indigent.
67	12		κύριος δώσει ῥῆμα τοῖς εὐαγγελιζομένοις δυνάμει πολλῇ,	Le Seigneur accordera le don de sa parole avec une grande puissance à ceux qui annonceront la bonne nouvelle.
67	13		ὁ βασιλεὺς τῶν δυνάμεων τοῦ ἀγαπητοῦ, καὶ ὡραιότητι τοῦ οἴκου διελέσθαι σκῦλα.	Le roi des armées du peuple bien-aimé et choisi partagera les dépouilles à la beauté de sa maison.
67	14	a	ἐὰν κοιμηθῆτε ἀνὰ μέσον τῶν κλήρων,  	Si vous avez votre couche au milieu des lots, vos ailes seront argentées comme celles de la colombe, et votre dos brillera de la couleur vert et or.
67	14	b	πτέρυγες περιστερᾶς περιηργυρωμέναι, καὶ τὰ μετάϕρενα αὐτῆς ἐν χλωρότητι χρυσίου.	Si vous avez votre couche au milieu des lots, vos ailes seront argentées comme celles de la colombe, et votre dos brillera de la couleur vert et or.
67	14	c	διάψαλμα.	
67	15		ἐν τῷ διαστέλλειν τὸν ἐπουράνιον βασιλεῖς ἐπ’ αὐτῆς χιονωθήσονται ἐν Σελμων.	Tandis que le roi céleste dispersera les rois en sa terre, ils seront blancs comme la neige de Selmon.
67	16	a	ὄρος τοῦ θεοῦ ὄρος πῖον,	La montagne de Dieu est une montagne grasse,
67	16	b	 ὄρος τετυρωμένον, ὄρος πῖον.	 une montagne d'abondance, une montagne fertile.
67	17	a	ἵνα τί ὑπολαμβάνετε, ὄρη τετυρωμένα, 	Pourquoi vous défiez-vous des grasses montagnes du Seigneur ? 
67	17	b	τὸ ὄρος, ὃ εὐδόκησεν ὁ θεὸς κατοικεῖν ἐν αὐτῷ; καὶ γὰρ ὁ κύριος κατασκηνώσει εἰς τέλος.	C'est la montagne où il a plu à Dieu de résider ; car le Seigneur y aura éternellement son tabernacle.
67	18		τὸ ἅρμα τοῦ θεοῦ μυριοπλάσιον, χιλιάδες εὐθηνούντων· ὁ κύριος ἐν αὐτοῖς ἐν Σινα ἐν τῷ ἁγίῳ.	Le char de Dieu contient une myriade, des milliers de bienheureux ; le Seigneur est avec eux en Sina, dans le lieu saint.
67	19	a	ἀνέβης εἰς ὕψος, ᾐχμαλώτευσας αἰχμαλωσίαν, ἔλαβες δόματα ἐν ἀνθρώπῳ, 	Monté en haut, tu as emmené des captifs ; tu as reçu des présents pour les hommes,
67	19	b	καὶ γὰρ ἀπειθοῦντες τοῦ κατασκηνῶσαι. 	 même pour abriter des infidèles.
67	19	c	κύριος ὁ θεὸς εὐλογητός,	Béni soit le Seigneur Dieu ; 
67	20	a	εὐλογητὸς κύριος ἡμέραν καθ’ ἡμέραν, κατευοδώσει ἡμῖν ὁ θεὸς τῶν σωτηρίων ἡμῶν. 	béni soit chaque jour le Seigneur ; et le Dieu de notre salut nous fera prospérer dans notre voie.
67	20	b	διάψαλμα.	
67	21		ὁ θεὸς ἡμῶν θεὸς τοῦ σῴζειν, καὶ τοῦ κυρίου κυρίου αἱ διέξοδοι τοῦ θανάτου.	Notre Dieu est le Dieu du salut, et au Seigneur appartiennent les fins de la mort.
67	22		πλὴν ὁ θεὸς συνθλάσει κεϕαλὰς ἐχθρῶν αὐτοῦ, κορυϕὴν τριχὸς διαπορευομένων ἐν πλημμελείαις αὐτῶν.	Toutefois Dieu brisera la tête de ses ennemis ; il ôtera la couronne des cheveux de ceux qui cheminent en leurs péchés.
67	23		εἶπεν κύριος ’Εκ Βασαν ἐπιστρέψω, ἐπιστρέψω ἐν βυθοῖς θαλάσσης,	Le Seigneur a dit à son peuple : Je te ramènerai de Basan, je te ramènerai du fond de la mer ;
67	24		ὅπως ἂν βαϕῇ ὁ πούς σου ἐν αἵματι, ἡ γλῶσσα τῶν κυνῶν σου ἐξ ἐχθρῶν παρ’ αὐτοῦ.	Afin que ton pied se baigne dans le sang, et la langue de tes chiens dans le sang des ennemis de Dieu.
67	25		ἐθεωρήθησαν αἱ πορεῖαί σου, ὁ θεός, αἱ πορεῖαι τοῦ θεοῦ μου τοῦ βασιλέως τοῦ ἐν τῷ ἁγίῳ.	Ils ont vu ta marche, ô Dieu, la marche de mon Dieu, du Roi qui est en son lieu saint.
67	26		προέϕθασαν ἄρχοντες ἐχόμενοι ψαλλόντων ἐν μέσῳ νεανίδων τυμπανιστριῶν.	Et les princes, joints aux chanteurs, ont pris l'avance au milieu des jeunes filles frappant des tambours, et chantant :
67	27		ἐν ἐκκλησίαις εὐλογεῖτε τὸν θεόν, τὸν κύριον ἐκ πηγῶν Ισραηλ.	Bénissez Dieu dans les églises ; bénissez le Seigneur des fontaines d'Israël.
67	28	a	ἐκεῖ Βενιαμιν νεώτερος ἐν ἐκστάσει, 	Là Benjamin, le plus jeune des fils de Jacob, est en extase ; 
67	28	b	ἄρχοντες Ιουδα ἡγεμόνες αὐτῶν, ἄρχοντες Ζαβουλων, ἄρχοντες Νεϕθαλι.	là sont les princes de Juda, les princes de Zabulon, les princes de Nephthali.
67	29		ἔντειλαι, ὁ θεός, τῇ δυνάμει σου, δυνάμωσον, ὁ θεός, τοῦτο, ὃ κατειργάσω ἡμῖν.	Dieu, commande à ta force : confirme, ô Dieu, ce que tu as ordonné en nous !
67	30		ἀπὸ τοῦ ναοῦ σου ἐπὶ Ιερουσαλημ σοὶ οἴσουσιν βασιλεῖς δῶρα.	A cause de ton temple de Jérusalem, des rois t'apporteront leurs présents.
67	31	a	ἐπιτίμησον τοῖς θηρίοις τοῦ καλάμου· ἡ συναγωγὴ τῶν ταύρων ἐν ταῖς δαμάλεσιν τῶν λαῶν 	Châtie les bêtes fauves des roseaux ; châtie ces taureaux assemblés contre les génisses des peuples, afin que ceux qui ont été éprouvés, comme de l'argent, ne soient point exclus. 
67	31	b	τοῦ μὴ ἀποκλεισθῆναι τοὺς δεδοκιμασμένους τῷ ἀργυρίῳ· 	Châtie les bêtes fauves des roseaux ; châtie ces taureaux assemblés contre les génisses des peuples, afin que ceux qui ont été éprouvés, comme de l'argent, ne soient point exclus. 
67	31	c	διασκόρπισον ἔθνη τὰ τοὺς πολέμους θέλοντα.	Disperse les nations qui veulent la guerre.
67	32		ἥξουσιν πρέσβεις ἐξ Αἰγύπτου, Αἰθιοπία προϕθάσει χεῖρα αὐτῆς τῷ θεῷ.	Des anciens viendront de l'Égypte ; l'Éthiopie sera la première à étendre les mains vers Dieu.
67	33	a	αἱ βασιλεῖαι τῆς γῆς, ᾄσατε τῷ θεῷ, ψάλατε  τῷ κυρίῳ. 	O vous, royaumes de la terre, chantez à Dieu, chantez des psaumes  au Seigneur, 
67	33	c	διάψαλμα.	
67	34	a	ψάλατε τῷ θεῷ τῷ ἐπιβεβηκότι ἐπὶ τὸν οὐρανὸν τοῦ οὐρανοῦ κατὰ ἀνατολάς·	chantez à Dieu,Qui est monté sur le ciel des cieux vers l'Orient ; 
67	34	c	 ἰδοὺ δώσει ἐν τῇ ϕωνῇ αὐτοῦ ϕωνὴν δυνάμεως.	voilà qu'il va faire entendre le son puissant de sa voix.
67	35		δότε δόξαν τῷ θεῷ· ἐπὶ τὸν Ισραηλ ἡ μεγαλοπρέπεια αὐτοῦ, καὶ ἡ δύναμις αὐτοῦ ἐν ταῖς νεϕέλαις.	Rendez gloire à Dieu ; sa magnificence est sur Israël, et sa puissance dans les nuées.
67	36	a	θαυμαστὸς ὁ θεὸς ἐν τοῖς ἁγίοις αὐτοῦ·	Dieu est admirable dans ses saints ; le Dieu d'Israël donnera lui-même la force à son peuple et l'affermira ; béni soit Dieu !
67	36	b	ὁ θεὸς Ισραηλ αὐτὸς δώσει δύναμιν καὶ κραταίωσιν τῷ λαῷ αὐτοῦ. εὐλογητὸς ὁ θεός.	Dieu est admirable dans ses saints ; le Dieu d'Israël donnera lui-même la force à son peuple et l'affermira ; béni soit Dieu !
68	1	b	Εἰς τὸ τέλος, ὑπὲρ τῶν ἀλλοιωθησομένων· τῷ Δαυιδ.	Pour être chanté, sur ceux qui seront transformés, de David.
68	2		Σῶσόν με, ὁ θεός, ὅτι εἰσήλθοσαν ὕδατα ἕως ψυχῆς μου.	Sauve-moi, ô mon Dieu, car les flots sont entrés jusqu'à mon âme.
68	3	a	ἐνεπάγην εἰς ἰλὺν βυθοῦ, καὶ οὐκ ἔστιν ὑπόστασις· 	Je suis enfoncé dans un abîme de fange où il n'y a point de fond ; 
68	3	b	ἦλθον εἰς τὰ βάθη τῆς θαλάσσης, καὶ καταιγὶς κατεπόντισέν με.	je suis plongé dans les profondeurs de la mer, et la tempête m'a submergé.
68	4		ἐκοπίασα κράζων, ἐβραγχίασεν ὁ λάρυγξ μου, ἐξέλιπον οἱ ὀϕθαλμοί μου ἀπὸ τοῦ ἐλπίζειν ἐπὶ τὸν θεόν μου.	Je me suis fatigué à crier ; ma voix s'est enrouée ; mes yeux se sont éteints, quand j'ai mis mon espoir en Dieu.
68	5	a	ἐπληθύνθησαν ὑπὲρ τὰς τρίχας τῆς κεϕαλῆς μου οἱ μισοῦντές με δωρεάν, ἐκραταιώθησαν  	Ceux qui me haïssent sans cause sont devenus plus nombreux que les cheveux de ma tête ;
68	5	b	οἱ ἐχθροί μου οἱ ἐκδιώκοντές με ἀδίκως· ἃ οὐχ ἥρπασα, τότε ἀπετίννυον.	 mes ennemis, ceux qui me persécutent injustement, se sont fortifiés ; j'ai payé ce que je n'avais point ravi.
68	6		ὁ θεός, σὺ ἔγνως τὴν ἀϕροσύνην μου, καὶ αἱ πλημμέλειαί μου ἀπὸ σοῦ οὐκ ἐκρύβησαν.	O Dieu, tu connais ma folie, et mes fautes ne te sont point cachées.
68	7	a	μὴ αἰσχυνθείησαν ἐπ’ ἐμοὶ οἱ ὑπομένοντές σε, κύριε κύριε τῶν δυνάμεων, 	Seigneur, Dieu des armées, que ceux qui t'attendent ne soient point humiliés en moi ; 
68	7	b	μὴ ἐντραπείησαν ἐπ’ ἐμοὶ οἱ ζητοῦντές σε, ὁ θεὸς τοῦ Ισραηλ,	ô Dieu d'Israël, que ceux qui te cherchent ne soient point en moi confondus.
68	8		ὅτι ἕνεκα σοῦ ὑπήνεγκα ὀνειδισμόν, ἐκάλυψεν ἐντροπὴ τὸ πρόσωπόν μου.	Car, pour l'amour de toi, j'ai supporté les outrages ; la confusion a couvert ma face.
68	9		ἀπηλλοτριωμένος ἐγενήθην τοῖς ἀδελϕοῖς μου καὶ ξένος τοῖς υἱοῖς τῆς μητρός μου,	Je suis devenu un étranger pour mes frères, un inconnu pour les fils de ma mère.
68	10		ὅτι ὁ ζῆλος τοῦ οἴκου σου κατέϕαγέν με, καὶ οἱ ὀνειδισμοὶ τῶν ὀνειδιζόντων σε ἐπέπεσαν ἐπ’ ἐμέ.	Parce que le zèle de ta maison m'a dévoré, et que les injures de ceux qui t'outrageaient sont tombées sur moi.
68	11		καὶ συνέκαμψα ἐν νηστείᾳ τὴν ψυχήν μου, καὶ ἐγενήθη εἰς ὀνειδισμὸν ἐμοί·	Et j'ai dompté mon âme par le jeûne, et, par là, je me suis attiré des mépris.
68	12		καὶ ἐθέμην τὸ ἔνδυμά μου σάκκον, καὶ ἐγενόμην αὐτοῖς εἰς παραβολήν.	Et j'ai pris pour vêtement un cilice, et me voilà devenu leur fable.
68	13		κατ’ ἐμοῦ ἠδολέσχουν οἱ καθήμενοι ἐν πύλῃ, καὶ εἰς ἐμὲ ἔψαλλον οἱ πίνοντες τὸν οἶνον.	Les hommes assis vers la porte parlaient contre moi, et les buveurs de vin chantaient en me raillant.
68	14	a	ἐγὼ δὲ τῇ προσευχῇ μου πρὸς σέ, κύριε· καιρὸς εὐδοκίας, ὁ θεός, 	Et moi dans ma prière à toi, ô Seigneur, je disais : Mon Dieu, le temps de la bienveillance est venu ; 
68	14	b	ἐν τῷ πλήθει τοῦ ἐλέους σου· ἐπάκουσόν μου ἐν ἀληθείᾳ τῆς σωτηρίας σου.	écoute-moi dans la plénitude de ta miséricorde, sauve-moi par ta vérité !
68	15		σῶσόν με ἀπὸ πηλοῦ, ἵνα μὴ ἐμπαγῶ· ῥυσθείην ἐκ τῶν μισούντων με καὶ ἐκ τοῦ βάθους τῶν ὑδάτων·	Retire-moi de la fange, afin que je n'y demeure point enfoncé ; délivre-moi de mes ennemis et de la profondeur des eaux.
68	16		μή με καταποντισάτω καταιγὶς ὕδατος, μηδὲ καταπιέτω με βυθός, μηδὲ συσχέτω ἐπ’ ἐμὲ ϕρέαρ τὸ στόμα αὐτοῦ.	Qu'un flot soulevé par la tempête ne me submerge pas ; que l'abîme ne m'engloutisse point ; que la pierre du puits de l'abîme ne se ferme point sur moi.
68	17		εἰσάκουσόν μου, κύριε, ὅτι χρηστὸν τὸ ἔλεός σου· κατὰ τὸ πλῆθος τῶν οἰκτιρμῶν σου ἐπίβλεψον ἐπ’ ἐμέ.	Exauce-moi, Seigneur, car ta miséricorde est bonne ; jette un regard sur moi dans l'abondance de ta compassion.
68	18		μὴ ἀποστρέψῃς τὸ πρόσωπόν σου ἀπὸ τοῦ παιδός σου, ὅτι θλίβομαι, ταχὺ ἐπάκουσόν μου.	Ne détourne point ton visage de ton serviteur ; je suis opprimé, exauce-moi promptement.
68	19		πρόσχες τῇ ψυχῇ μου καὶ λύτρωσαι αὐτήν, ἕνεκα τῶν ἐχθρῶν μου ῥῦσαί με.	Considère mon âme et rachète-la ; sauve-moi de mes ennemis.
68	20	a	σὺ γὰρ γινώσκεις τὸν ὀνειδισμόν μου καὶ τὴν αἰσχύνην μου καὶ τὴν ἐντροπήν μου·	Car tu connais leurs injures, et ma honte, et mon humiliation.
68	20	b	 ἐναντίον σου πάντες οἱ θλίβοντές με.	Tous ceux qui m'affligent sont en ta présence ; 
68	21	a	ὀνειδισμὸν προσεδόκησεν ἡ ψυχή μου καὶ ταλαιπωρίαν,	mon âme s'est résignée aux opprobres et à la misère ;
68	21	b	 καὶ ὑπέμεινα συλλυπούμενον, καὶ οὐχ ὑπῆρξεν, καὶ παρακαλοῦντας, καὶ οὐχ εὗρον.	 j'ai attendu quelqu'un qui fût contristé avec moi, et nul n'est venu ; j'ai cherché un consolateur, et je ne l'ai point trouvé.
68	22		καὶ ἔδωκαν εἰς τὸ βρῶμά μου χολὴν καὶ εἰς τὴν δίψαν μου ἐπότισάν με ὄξος.	Et ils m'ont donné du fiel pour nourriture, et dans ma soif ils m'ont abreuvé de vinaigre.
68	23		γενηθήτω ἡ τράπεζα αὐτῶν ἐνώπιον αὐτῶν εἰς παγίδα καὶ εἰς ἀνταπόδοσιν καὶ εἰς σκάνδαλον·	Que leur table devienne pour eux un piège ; qu'elle soit leur punition et leur scandale.
68	24		σκοτισθήτωσαν οἱ ὀϕθαλμοὶ αὐτῶν τοῦ μὴ βλέπειν, καὶ τὸν νῶτον αὐτῶν διὰ παντὸς σύγκαμψον·	Que leurs yeux soient obscurcis et qu'ils ne voient plus ; et que leur dos soit perpétuellement courbé.
68	25		ἔκχεον ἐπ’ αὐτοὺς τὴν ὀργήν σου, καὶ ὁ θυμὸς τῆς ὀργῆς σου καταλάβοι αὐτούς.	Répands sur eux ton courroux ; que le transport de ta colère les saisisse.
68	26		γενηθήτω ἡ ἔπαυλις αὐτῶν ἠρημωμένη, καὶ ἐν τοῖς σκηνώμασιν αὐτῶν μὴ ἔστω ὁ κατοικῶν·	Que leur maison des champs soit désolée, et que nul n'habite sous leur toit.
68	27		ὅτι ὃν σὺ ἐπάταξας, αὐτοὶ κατεδίωξαν, καὶ ἐπὶ τὸ ἄλγος τῶν τραυματιῶν σου προσέθηκαν.	Parce qu'ils ont persécuté celui que tu as frappé, et qu'ils ont ajouté à la douleur de mes blessures.
68	28		πρόσθες ἀνομίαν ἐπὶ τὴν ἀνομίαν αὐτῶν, καὶ μὴ εἰσελθέτωσαν ἐν δικαιοσύνῃ σου·	Impute-leur iniquité sur iniquité ; qu'ils n'entrent pas en ta justice !
68	29		ἐξαλειϕθήτωσαν ἐκ βίβλου ζώντων καὶ μετὰ δικαίων μὴ γραϕήτωσαν.	Qu'ils soient effacés du livre des vivants ; qu'ils ne soient point inscrits parmi les justes.
68	30		πτωχὸς καὶ ἀλγῶν εἰμι ἐγώ, καὶ ἡ σωτηρία τοῦ προσώπου σου, ὁ θεός, ἀντελάβετό μου.	Pour moi, je suis pauvre et désolé ; mais la protection de ta face m'a sauvé.
68	31		αἰνέσω τὸ ὄνομα τοῦ θεοῦ μετ’ ᾠδῆς, μεγαλυνῶ αὐτὸν ἐν αἰνέσει,	Je louerai dans mes cantiques le nom de mon Dieu ; je le glorifierai en mes louanges.
68	32		καὶ ἀρέσει τῷ θεῷ ὑπὲρ μόσχον νέον κέρατα ἐκϕέροντα καὶ ὁπλάς.	Et cela plaira à Dieu, plus qu'un jeune veau montrant des ongles et des cornes.
68	33		ἰδέτωσαν πτωχοὶ καὶ εὐϕρανθήτωσαν· ἐκζητήσατε τὸν θεόν, καὶ ζήσεται ἡ ψυχὴ ὑμῶν,	Que les pauvres voient et se réjouissent ; cherchez Dieu, et vous vivrez.
68	34		ὅτι εἰσήκουσεν τῶν πενήτων ὁ κύριος καὶ τοὺς πεπεδημένους αὐτοῦ οὐκ ἐξουδένωσεν.	Car le Seigneur a exaucé les indigents, et jamais n'a méprisé ceux qui sont ses captifs.
68	35		αἰνεσάτωσαν αὐτὸν οἱ οὐρανοὶ καὶ ἡ γῆ, θάλασσα καὶ πάντα τὰ ἕρποντα ἐν αὐτοῖς.	Qu'il soit loué des cieux, de la terre, de la mer, et de tous les êtres qui se meuvent en eux.
68	36	a	ὅτι ὁ θεὸς σώσει τὴν Σιων, καὶ οἰκοδομηθήσονται αἱ πόλεις τῆς Ιουδαίας,	Car le Seigneur sauvera Sion, et les villes de la Judée seront édifiées, 
68	36	b	 καὶ κατοικήσουσιν ἐκεῖ καὶ κληρονομήσουσιν αὐτήν·	et des hommes les habiteront, et l'obtiendront pour héritage.
68	37		καὶ τὸ σπέρμα τῶν δούλων αὐτοῦ καθέξουσιν αὐτήν, καὶ οἱ ἀγαπῶντες τὸ ὄνομα αὐτοῦ κατασκηνώσουσιν ἐν αὐτῇ.	Et la postérité de ses serviteurs les possédera, et ceux qui aiment son nom y auront leurs demeures.
69	1	b	Εἰς τὸ τέλος· τῷ Δαυιδ εἰς ἀνάμνησιν, εἰς τὸ σῶσαί με κύριον.	Pour être chanté,souvenir de David, pour que le Seigneur le sauve.
69	2	b	 ‘Ο θεός, εἰς τὴν βοήθειάν μου πρόσχες.	Ô Dieu mon secours, hâte-toi de t'approcher pour me secourir.
69	3	a	αἰσχυνθείησαν καὶ ἐντραπείησαν οἱ ζητοῦντές μου τὴν ψυχήν, 	Qu'ils soient humiliés et confondus, ceux qui cherchent mon âme. 
69	3	b	ἀποστραϕείησαν εἰς τὰ ὀπίσω καὶ καταισχυνθείησαν οἱ βουλόμενοί μοι κακά,	Qu'ils soient mis en fuite et couverts de honte, ceux qui me veulent du mal ;
69	4		ἀποστραϕείησαν παραυτίκα αἰσχυνόμενοι οἱ λέγοντές μοι Εὖγε εὖγε.	Qu'ils tournent le dos et soient soudain couverts de honte, ceux qui me disent : Ha ! ha !
69	5	a	ἀγαλλιάσθωσαν καὶ εὐϕρανθήτωσαν ἐπὶ σοὶ πάντες οἱ ζητοῦντές σε, 	Que tous ceux qui te cherchent se réjouissent et se complaisent en toi ; que ceux qui aiment ton salut disent à jamais : Dieu soit glorifié !
69	5	b	καὶ λεγέτωσαν διὰ παντός Μεγαλυνθήτω ὁ θεός, οἱ ἀγαπῶντες τὸ σωτήριόν σου.	Que tous ceux qui te cherchent se réjouissent et se complaisent en toi ; que ceux qui aiment ton salut disent à jamais : Dieu soit glorifié !
69	6	a	ἐγὼ δὲ πτωχὸς καὶ πένης· ὁ θεός, βοήθησόν μοι. 	Pour moi, je suis indigent et pauvre ; ô mon Dieu, secours-moi ; 
69	6	b	βοηθός μου καὶ ῥύστης μου εἶ σύ· κύριε, μὴ χρονίσῃς.	tu es mon champion et mon défenseur ; Seigneur, ne tarde pas !
70	1	a	Τῷ Δαυιδ· υἱῶν Ιωναδαβ καὶ τῶν πρώτων αἰχμαλωτισθέντων.	De David, du fils de Joanadab et des premiers captifs
70	1	b	 ‘Ο θεός, ἐπὶ σοὶ ἤλπισα, μὴ καταισχυνθείην εἰς τὸν αἰῶνα.	Seigneur, j'ai espéré en toi ; que je ne sois pas confondu à jamais.
70	2	a	ἐν τῇ δικαιοσύνῃ σου ῥῦσαί με καὶ ἐξελοῦ με,	Dans ta justice défends-moi, et délivre-moi ;
70	2	b	 κλῖνον πρός με τὸ οὖς σου καὶ σῶσόν με.	 incline vers moi ton oreille, et sauve-moi.
70	3	a	γενοῦ μοι εἰς θεὸν ὑπερασπιστὴν καὶ εἰς τόπον ὀχυρὸν τοῦ σῶσαί με, 	Sois pour moi un Dieu protecteur et une place fortifiée, afin de me sauver ; 
70	3	b	ὅτι στερέωμά μου καὶ καταϕυγή μου εἶ σύ.	car tu es mon appui et mon refuge.
